Name,Due Date,Link to search,Status,Industry,Company Size,Titles,Regions,,,,,,,,
Harixis - In person,2026-06-30,,Done,"Logistics, Financial Services, Real Estate, Construction",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Delhi, Noida, Gurugram, Gurgaon",,,,,,,,
Weframetech,2026-06-30,,Done,"Software Product Companies, Retail, Education",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, CMO, Head of Marketing, VP of Marketing, Director of Marketing, Head of Growth, VP of Growth, Director of Growth, Chief Growth Officer","UAE, Saudi Arabia",,,,,,,,
Tribyte,2026-06-30,,Done,"Education, E-learning",11-500,"CEO, Founder, Co-Founder, MD, Executive Director, Head of Learning and Development, VP of Learning and Development, Director of Learning and Development, CHRO, COO, Head of Operations, VP of Operations, Director of Operations, Principal, Dean",Australia,,,,,,,,
Cloud journee,2026-06-30,,Done,"Software, Media, gaming",11 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, Head of Cloud, Vp of Cloud, Director of Cloud",UK,,,,,,,,
Deccanlogic - Agentic AI,2026-06-30,,Done,"Logistics, Manufacturing",11-500,"CEO, Founder, Co-Founder, MD, Executive Director, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, COO, Head of Operations, VP of Operations, Director of Operations","UAE, South Africa",,,,,,,,
Alphaleo,2026-06-30,New Project,Done,"Pharma, Life Science",500 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
TestAing - Complience,2026-06-30,,Done,"Education, E-learning",51 to 500 employees,"CEO, Founder, Co-Founder, Executive Director, MD, CTO, CIO, Head of Engineering, VP of Engineering, Director of Engineering, Head of Operations, Vp of Operations, Director of Operations, COO",UK,,,,,,,,
Maven,2026-06-30,,Done,Medical Device,1 to 500,"CEO, Founder, Co-Founder, Managing Director, Executive Director, Chief Compliance Officer, Head of Compliance, VP of Compliance, Director of Compliance, Head of QA, VP of QA, Director of QA, Head of Regulatory, VP of Regulatory, Director of Regulatory",UK,,,,,,,,
Riskpro Relixi (Task),2026-06-30,,Done,"Healthcare & Hospitals, Pharmaceuticals, Manufacturing, IT Services, Finance",11 to 1000 employees,"Chief Compliance Officer, Chief Information Officer, Chief Technology Officer, Chief Risk Officer, Chief Information Security Officer, Chief Data Officer",India,,,,,,,,
Formcept (task),2026-06-30,,Done,Software,201-1000,"Chief Technology Officer, Chief Information Officer, Chief Data Officer","Dubai, Saudi Arabia, South Africa, Turkey, Qatar, Bahrain",,,,,,,,
Wondersoft,2026-06-30,,Done,"Consumer Electronics, Apparel & Fashion, Cosmetics, Retail",Number of Outlets 2 to 500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Store Operations, VP of Store Operations, Director of Store Operations",South africa,,,,,,,,
Prodbrew,2026-06-30,,Done,Facility Services,11-50,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, General Manager","Charlotte, Nashville, Greenville",,,,,,,,
Deflytics - Segment 1,2026-06-30,,Done,"IT Services, Outsourcing and offshoring,  Retail, Media, Professional/Business Services",1000 - 5000,"CFO, Director of Financial Planning & Analysis, VP of Financial Planning & Analysis, Head of Finance, Finance Director, SVP Finance, VP Finance",India,,,,,,,,
Mavdero,2026-06-30,,Done,,,,,,,,,,,,
Teemer tech - Motherson,2026-06-29,https://app.apollo.io/#/people?sortByField=recommendations_score&sortAscending=false&personTitles[]=CEO&personTitles[]=Founder&personTitles[]=Co-Founder&personTitles[]=MD&personTitles[]=Executive%20Director&personTitles[]=COO&personTitles[]=Head%20of%20Operations&personTitles[]=VP%20of%20Operations&personTitles[]=Director%20of%20Operations&personTitles[]=Chief%20Procurement%20Officer&personTitles[]=Head%20of%20Procurement&personTitles[]=VP%20of%20Procurement&personTitles[]=Director%20of%20Procurement&personTitles[]=Head%20of%20Sourcing&personTitles[]=VP%20of%20Sourcing&personTitles[]=Director%20of%20Sourcing&personTitles[]=Plant%20Head&personTitles[]=Production%20Head&organizationIndustryTagIds[]=5567cdf27369644cfd800000&organizationIndustryTagIds[]=5567e1337369641ad2970000&organizationIndustryTagIds[]=5567ce1e7369643b806a0000&organizationIndustryTagIds[]=5567e1b3736964208b280000&organizationIndustryTagIds[]=5567e0eb73696410e4bd1200&organizationIndustryTagIds[]=5567e21e73696426a1030000&organizationIndustryTagIds[]=5567cd4c73696439c9030000&organizationIndustryTagIds[]=5567ce2673696453d95c0000&personLocations[]=India¬OrganizationIds[]=5da56a6d8e5ef30001d3eb0c&personPastOrganizationIds[]=5da56a6d8e5ef30001d3eb0c&organizationNumEmployeesRanges[]=5001%2C10000&organizationNumEmployeesRanges[]=2001%2C5000&organizationNumEmployeesRanges[]=1001%2C2000&organizationNumEmployeesRanges[]=501%2C1000&organizationNumEmployeesRanges[]=201%2C500&organizationNumEmployeesRanges[]=101%2C200&organizationNumEmployeesRanges[]=51%2C100&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=1%2C10&page=1&recommendationConfigId=score,Done,,,,,,,,,,,,
Kandisa (Task),2026-06-30,,Done,"Pharma, Transportation",51-500,"Founder, Co-founder, CEO, Managing Director, Executive Director, Head of Operations, VP of Operations, Director of Operations, Head of Customer Success, VP of Customer Success, Director of Customer Success, Chief Revenue Officer","Mumbai, Hyderabad, Chennai, Gurugram, Bengaluru, Delhi, Kolkata, Ahmedabad, Pune, New Delhi, Noida",,,,,,,,
Cleverex (task),2026-06-30,https://app.apollo.io/#/people?sortByField=recommendations_score&sortAscending=false&personTitles[]=Founder&personTitles[]=Co-Founder&personTitles[]=CEO&personTitles[]=Owner&personTitles[]=MD&personTitles[]=Head%20of%20HR&personTitles[]=HR%20head&personTitles[]=Director%20of%20HR&personTitles[]=Vice%20President%20of%20HR&personTitles[]=CHRO&personLocations[]=Mumbai%2C%20India&personLocations[]=Pune%2C%20India&qNotOrganizationKeywordTags[]=it%20services%20%26%20it%20consulting&qNotOrganizationKeywordTags[]=software%20development&excludedOrganizationKeywordFields[]=tags&excludedOrganizationKeywordFields[]=name&excludedOrganizationKeywordFields[]=social_media_description&qOrganizationJobTitles[]=frontend%20developer&qOrganizationJobTitles[]=backend%20developer&qOrganizationJobTitles[]=Data%20Engineering&qOrganizationJobTitles[]=QA%20Engineer&qOrganizationJobTitles[]=Go%20Developer&qOrganizationJobTitles[]=Golang&qOrganizationJobTitles[]=Java&qOrganizationJobTitles[]=Generative%20AI&qOrganizationJobTitles[]=cloud%20engineer&qOrganizationJobTitles[]=devops%20engineer&organizationNumEmployeesRanges[]=11%2C20&organizationNumEmployeesRanges[]=21%2C50&organizationNumEmployeesRanges[]=51%2C100&organizationNumEmployeesRanges[]=101%2C200&organizationNumEmployeesRanges[]=201%2C500&organizationNumEmployeesRanges[]=501%2C1000&organizationNumEmployeesRanges[]=1001%2C2000&organizationNumEmployeesRanges[]=2001%2C5000&contactEmailStatusV2[]=verified&page=1&recommendationConfigId=6971b750cec10d0001ea762b,Done,,,,,,,,,,,,
Alpha Coach (Task),2026-06-30,,Done,"IT Services, banking, Finance, Insurance",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, CHRO, Head of HR, VP of HR, Director of HR","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Zhypility - BFSI,2026-06-30,,Done,"Banking, Finance, Insurance",5000 to 10000 employees,"CEO, Founder, Chairman, Vice-Chairman, CHRO, Co-Founder, MD, Executive Director, Head of HR, VP of HR, Director of HR, Chief Human Resource Officer, Head of Learning, VP of Learning, Director of Learning, Chief Learning Officer, COO, Head of Operations, VP of Operations, Director of Operations, Business Head",India,,,,,,,,
Pradhi AI,2026-06-30,Refer yesterday's list,Done,,,"CEO, Founder, Co-Founder, Managing Director, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations,",India,,,,,,,,
PREI Polar,2026-06-30,,Done,"Oil & Gas, Power Generation",500 to 1000 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Plant Head",India,,,,,,,,
Radiant Global,2026-06-30,,Done,"Investment Management, Venture Capital, Financial Services",11-500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CFO, Head of Finance, VP of Finance, Director of Finance, Partner, Managing Partner, Investment Director, Principal, Investment Manager, Head of Investments, Finance Manager, Fund Controller, Head of Fund Operations, Fund Operations Manager","Australia, New Zealand",,,,,,,,
Cliniops,2026-07-01,,Done,"Pharma, Biotech",11-500,"CEO, Founder, Co-founder, Managing Director, Owner, Director of Clinical Data Management, Head of Clinical Data Management, 
VP of Clinical Data Management, Head of Clinical Operations, VP of Clinical Operations, Director of Clinical Operations",US,,,,,,,,
Triveritas,2026-07-01,,Done,"Pharma, Chemical",500-5000,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Plant Head, Head of Engineering, VP of Engineering, Director of Engineering, Head of Production","Mumbai, Delhi, Noida, Gurugram, Gurgaon, Hyderabad, Chennai, Ahmedabad, Pune",,,,,,,,
Simplileap,2026-07-01,,Done,Financial Services,51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, Operations Manager, Technology Manager, IT Manager","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Legality Simplified - GOAL,2026-07-01,,Done,Manufacturing,11-200,"CEO, Founder, Co-Founder, MD, Executive Director, CFO, Head of Risk, Director of Risk, Director of Risk, Chief Risk Officer, Head of Compliance, Director of Compliance, VP of Compliance, Chief compliance officer, Head of Legal, Director of Legal, VP of legal, Chief legal officer","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
ARP Advisory - In person,2026-07-01,,Done,"IT Services, SaaS",11 to 50 employees,"CEO, Founder, Co-Founder, MD, Executive Director","Bengaluru, Delhi, Noida, Gurugram, Gurgaon, Hyderabad, Chennai",,,,,,,,
Sterlite,2026-07-01,,Done,"Retail, Apparel & Fashion, Consumer Goods, Luxury Goods, Furniture, Pet Care",11-500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology, Operations Manager, Technology Manager, IT Manager",US,,,,,,,,
Reconzo,2026-07-01,,Done,"Retail, Apparel & Fashion, Health-Wellness-Fitness, Luxury Goods, Consumer Goods, Consumer Electronics",11 to 500 employees,"CEO, Founder, Co-Founder, Managing Director, Executive Director, CFO, Head of Accounts, VP of Accounts, Director of Accounts, Executive Vice President, Head of Finance, Director of Finance, VP of Finance, Finance Controller",India,,,,,,,,
SiSoc,2026-07-01,,Done,"Manufacturing, Medical Device, Industrial Automation, Logistics",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Engineering, VP of Engineering, Director of Engineering",India,,,,,,,,
Social Hardware,2026-07-01,,Done,"Pharma, Medical Device",11 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Automation, Head of Robotics, Head of Maintenance, Plant Head, Production Head","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Prodbrew,2026-07-01,"add data hospitality focus middle east, indonesia, thailand / for jewelry companies data focus middle east and south africa (First add the companies for both segments just for client review)",Done,Facility Services,11-500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, General Manager",US,,,,,,,,
Wondersoft,2026-07-01,,Done,"Consumer Electronics, Apparel & Fashion, Cosmetics, Retail",Number of Outlets 2 to 500,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Store Operations, VP of Store Operations, Director of Store Operations",South Africa,,,,,,,,
G-square (Credit Risk),2026-07-01,,Done,"Banking, Finance, Insurance",11/1/5000,"Chief Risk Officer, Chief Financial Officer, , Head of credit risk, Director of credit risk, VP of credit risk, Director of Risk, Head of Risk, VP of Risk","Egypt, Philippines, Thailand, Malaysia",,,,,,,,
G-square (AI offering),2026-07-01,,Done,"Banking, Finance, Insurance",11/1/5000,"CTO, CIO, Head of AI, CMO, Director of AI, VP of AI, Head of BI, Director of BI, VP of BI, Head of Analytics, Head of Analytics, Head of Analytics","US, ME Asia, North Africa, Egypt, Philippines, Thailand, Malaysia",,,,,,,,
Saamsha Technologies - In Person,2026-07-01,New Project,Done,"Manufacturing, Pharma",51 to 500 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, CTO, CIO, Head of IT, VP of IT, Director of IT, Head of Technology, VP of Technology, Director of Technology","Pune, Delhi, Noida, Gurugram, Gurgaon",,,,,,,,
Activeo Celtycs - In person,2026-07-01,New Project,Done," Insurance, Outsourcing/offshoring",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of Customer Experience, VP of Customer Experience, Director of Customer Experience, Quality Head",Bengaluru,,,,,,,,
AGR Advisors,2026-07-01,New Project,Done,"Manufacturing, IT Services",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, Head of Finance, Director of Finance, Vp of Finance, CFO","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Sveltoz Solutions - Robotics ,2026-07-01,New Project,Done,"Automotive, Warehouse, Logistics",51 to 200 employees,"CEO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
Sveltoz Solutions - Automated Defect Detection,2026-07-01,New Project,Done,"Machinery, Food Production, Electrical & Electronics Manufacturing",51 to 200 employees,"EO, Founder, Co-Founder, MD, Executive Director, COO, Head of Operations, VP of Operations, Director of Operations, Head of QA, VP of QA, Director of QA, Head of Production, VP of Production, Director of Production","Mumbai, Pune, Chennai, Hyderabad, Bengaluru, Delhi, Noida, Gurugram",,,,,,,,
